alim_grp_nom_fr;alim_ssgrp_nom_fr;alim_ssssgrp_nom_fr;alim_nom_fr;Energie_Kj;Energie_Kcal;Eau;Proteines;Glucides;Lipides;Sucres;Glucose;"Fibres
alimentaires";"AG
saturés";"Sel
chlorure
de
sodium"
produits sucrés;sucres. miels et assimilés;-;Miel;1410;331;17.1;0.65;82.1;0;81.1;35.3;0;0;0.01
produits sucrés;sucres. miels et assimilés;-;Sucre blanc;1700;399;0.23;0;99.7;0;99.7;-;0;0;0.0054
produits sucrés;sucres. miels et assimilés;-;Sucre roux;1670;393;1.34;0.12;98.1;0;97;1.35;0;0;0.07
produits sucrés;sucres. miels et assimilés;-;Sirop d'érable;1140;269;32.3;0.04;67.2;0.06;60.2;1.13;0;0.007;0.026
produits sucrés;sucres. miels et assimilés;-;Sucre vanillé;1690;397;0.56;0.1;98.6;0.33;97.2;< 0.2;0.37;0.053;0.0075
produits sucrés;sucres. miels et assimilés;-;Caramel liquide ou nappage caramel;1380;324;-;0;81;0;61;-;0;0;0.013
produits sucrés;sucres. miels et assimilés;-;Édulcorant à la saccharine;21.3;5;0.5;1.25;0;0;0;-;0;0;1.07
produits sucrés;sucres. miels et assimilés;-;Mélasse de canne;1270;300;-;0;74.7;0.1;74.7;11.9;0;0.018;0.093
produits sucrés;sucres. miels et assimilés;-;Edulcorant à base de sucre et aspartame (petits morceaux);1690;398;0.5;0.81;98.7;0;98.7;-;0;0;0.0045
produits sucrés;sucres. miels et assimilés;-;Fructose;1700;399;0.15;0;99.8;0;95;-;0;0;0.00025
produits sucrés;sucres. miels et assimilés;-;Édulcorant à base d'extrait de stévia;5.1;1.2;0.3;0.16;0.3;< 0.5;traces;< 0.1;0;0;< 4
produits sucrés;sucres. miels et assimilés;-;Sirop d'agave;-;-;21.8;0.25;78;0.5;68;9.55;0;< 0.01;0.0072
produits sucrés;chocolats et produits à base de chocolat;-;Barre chocolatée biscuitée;2060;492;3.8;5.56;61.4;24.1;43.3;3.98;3.7;14;0.33
produits sucrés;chocolats et produits à base de chocolat;-;Barre chocolatée non biscuitée enrobée;2080;496;3.83;3.7;66.4;24.1;47;5.45;0.6;14;0.5
produits sucrés;chocolats et produits à base de chocolat;-;Barre à la noix de coco. enrobée de chocolat;1990;475;7.83;3.88;60.2;23.8;53;3.31;3;19.6;0.5
produits sucrés;chocolats et produits à base de chocolat;-;Chocolat au lait. tablette;2300;550;0.37;7.5;58.9;30.8;56.3;< 0.1;2.9;18.7;0.2
produits sucrés;chocolats et produits à base de chocolat;-;Chocolat noir 50 % de cacao environ. tablette;2170;521;0.7;5.98;53;29.6;46.3;< 0.2;8.31;19;0.035
produits sucrés;chocolats et produits à base de chocolat;-;Chocolat au lait aux céréales croustillantes. tablette;2150;515;1.52;7.15;60.6;26.6;50.8;< 0.23;2.59;16.7;0.52
produits sucrés;chocolats et produits à base de chocolat;-;Chocolat blanc. tablette;2350;563;0.81;6.16;57.1;34.2;56;0.15;1;21.3;0.22
produits sucrés;chocolats et produits à base de chocolat;-;Barre ou confiserie chocolatée au lait;2300;551;2.3;8.75;50.9;34.2;43.3;0.94;1.7;16.6;0.23
produits sucrés;chocolats et produits à base de chocolat;-;Chocolat au lait aux fruits secs (noisettes. amandes. raisins. praline). tablette;2330;559;1.12;8.43;48.7;35.9;43.6;< 0.2;3.52;17;0.25
produits sucrés;chocolats et produits à base de chocolat;-;Chocolat au lait sans sucres ajoutés. avec édulcorants. tablette;2020;487;-;5.75;54.2;34.6;11.3;-;2;21.2;0.34
produits sucrés;chocolats et produits à base de chocolat;-;Chocolat blanc aux fruits secs (noisettes. amandes. raisins. praliné) . tablette;2410;579;0.5;7.64;48;39.1;45.1;0.25;2.43;21.8;0.29
produits sucrés;chocolats et produits à base de chocolat;-;Chocolat noir sans sucres ajoutés. avec édulcorants. en tablette;2170;525;-;8.48;34.1;42.3;2;-;10.2;26.6;0.0063
produits sucrés;chocolats et produits à base de chocolat;-;Pâte à tartiner chocolat et noisette;2290;549;0.38;5.02;57.9;32.4;56.2;0.27;3.23;9.18;0.12
produits sucrés;chocolats et produits à base de chocolat;-;Confiserie au chocolat dragéifiée;2110;505;1.96;5.49;64.9;24.3;57.4;0.8;1.98;15;0.28
produits sucrés;chocolats et produits à base de chocolat;-;Cacahuète enrobée de chocolat dragéifiée;2090;499;1.7;9.5;55.9;25;50.5;< 0.2;5.9;9.87;0.12
produits sucrés;chocolats et produits à base de chocolat;-;Bouchée chocolat fourrage fruits à coques et/ou praliné;2330;558;-;9.1;51.5;34.7;46.2;-;2.1;13.6;0.34
produits sucrés;chocolats et produits à base de chocolat;-;Rocher chocolat fourré praliné;2330;558;1.1;6.53;51.4;35.3;49.2;0.4;3.88;15.5;0.14
produits sucrés;chocolats et produits à base de chocolat;-;Chocolat noir aux fruits (orange. framboise. poire). tablette;2240;539;1.2;6.8;45.3;34.4;35.7;3.76;10.3;22.5;0.078
produits sucrés;chocolats et produits à base de chocolat;-;Chocolat noir aux fruits secs (noisettes. amandes. raisins. praline). tablette;2360;567;0.9;8.69;40.7;39;38.2;0.1;8.4;17.5;0.03
produits sucrés;chocolats et produits à base de chocolat;-;Barre chocolatée aux fruits secs;2060;494;4.42;7.23;57.6;26;45.1;6.35;1.53;9.53;0.38
produits sucrés;chocolats et produits à base de chocolat;-;Chocolat noir fourrage confiseur à la menthe;1870;445;6.2;2.9;70.2;16;69;10.1;4;11;traces
produits sucrés;chocolats et produits à base de chocolat;-;Gâteau moelleux fourré au chocolat et au lait. enrobé de chocolat. préemballé. rayon frais;1870;449;20.5;5.95;42.4;28;35.5;2.88;1.6;18;0.22
produits sucrés;chocolats et produits à base de chocolat;-;Chocolat noir 70 % de cacao environ. de dégustation. tablette;2450;591;0.9;10.4;26.9;46.3;17.9;< 0.2;12.8;28.7;0.02
produits sucrés;chocolats et produits à base de chocolat;-;Chocolat noir fourré praliné. tablette;2330;559;0.5;6.38;52.4;34.8;48.8;0.2;5.07;16.9;0.039
produits sucrés;chocolats et produits à base de chocolat;-;Chocolat au lait fourré au praliné. tablette;2330;559;0.6;7.29;52.9;34.9;49.9;0.19;2.51;16.4;0.2
produits sucrés;chocolats et produits à base de chocolat;-;Chocolat noir 40% de cacao et plus. à pâtisser. tablette;2280;546;0.9;6.39;51.4;33.1;41.6;0.11;8.76;22;0.015
produits sucrés;chocolats et produits à base de chocolat;-;Bouchée/bonbon au chocolat fourrage gaufrettes ou biscuit;2170;521;-;6.5;55.1;29.4;42.9;-;4.92;17.8;0.32
produits sucrés;chocolats et produits à base de chocolat;-;Barre chocolat au lait avec nougat;2220;532;0.6;5.8;60.5;29;60.1;1.75;2.9;17.4;0.11
produits sucrés;chocolats et produits à base de chocolat;-;Chocolat. tablette (aliment moyen);2300;552;0.74;7.57;50.4;34.2;45.2;0.65;5.96;20.3;0.13
produits sucrés;confiseries non chocolatées;-;Cacahuète caramélisée ou chouchou;2270;544;-;14.8;51.4;29.7;44.7;-;6.1;3.95;0.013
produits sucrés;confiseries non chocolatées;-;Pâte d'amande. préemballée;1820;432;6.6;7;70.3;13.5;60.1;5.52;2.8;1.05;0.018
produits sucrés;confiseries non chocolatées;-;Chewing-gum. sucré;1530;360;2.6;0.25;86.4;0.65;68.1;4.88;4;0.3;< 0.013
produits sucrés;confiseries non chocolatées;-;Pâte de fruits;1420;336;15;1.69;76.6;1.8;69.2;11;3.9;0.17;0.078
produits sucrés;confiseries non chocolatées;-;Ecorce d'orange confite;1300;307;16;0.59;75.6;0.083;65.2;-;1.1;0.033;0.1
produits sucrés;confiseries non chocolatées;-;Marron glacé;1360;320;18.2;0.89;77.5;0.54;55.3;7.41;2.67;0.063;0.066
produits sucrés;confiseries non chocolatées;-;Fruit confit;1260;297;23.5;0.25;72.4;0.063;62.9;24.6;3.3;0.05;0.14
produits sucrés;confiseries non chocolatées;-;Bonbon dragéifié;1600;378;-;0.53;89.9;1.94;71.9;-;0.13;0.98;0.096
produits sucrés;confiseries non chocolatées;-;Dragée amande;1950;465;1.45;5.25;75.7;14.7;68.3;-;4.6;1.25;0.025
produits sucrés;confiseries non chocolatées;-;Guimauve ou marshmallow;1430;336;16.4;3.31;80.7;0.081;69.9;14.1;0.011;0.000013;0.078
produits sucrés;confiseries non chocolatées;-;Praline;2030;483;-;8.7;67.7;19.7;66.3;-;-;1.5;0.0009
produits sucrés;confiseries non chocolatées;-;Chewing-gum. sans sucres;861;206;4.3;0.22;76;0.25;0.088;< 0.03;1.95;0.17;0.031
produits sucrés;confiseries non chocolatées;-;Bonbon dur et sucette;1630;384;1.3;0.16;95.3;0.18;70.4;1.86;0.91;0.087;0.091
produits sucrés;confiseries non chocolatées;-;Bonbon gélifié;1440;339;14.9;4.88;76.9;0.53;58.4;14.8;1.5;0.25;0.02
produits sucrés;confiseries non chocolatées;-;Bonbon tendre. au caramel;1750;415;1.42;2.23;79.1;9.98;59.8;3.6;0.19;5.63;0.56
produits sucrés;confiseries non chocolatées;-;Calisson d'Aix en Provence;1850;440;10;7.97;59.8;18;49.6;9.5;3.1;1.74;0.032
produits sucrés;confiseries non chocolatées;-;Guimauve ou marshmallow. enrobé de chocolat;1610;383;14;4.4;67.5;10.5;56.4;-;0.45;6.5;0.081
produits sucrés;confiseries non chocolatées;-;Bonbon dur. au caramel;1760;416;2.7;1.33;86.6;7.09;72.7;1.85;0.13;4.77;0.87
produits sucrés;confiseries non chocolatées;-;Bonbon tendre;1660;392;7.3;0.94;84.3;5.1;66.5;5.12;1.5;2.99;0.063
produits sucrés;confiseries non chocolatées;-;Bonbon gélifié à la réglisse. type rouleau ou batonnet;1470;347;-;3.62;75.6;1.55;46.3;2.2;8.18;0.73;1.05
produits sucrés;confiseries non chocolatées;-;Chewing-gum. sans précision sur la teneur en sucres (aliment moyen);1110;263;3.67;0.23;79.9;0.4;25.4;1.83;2.71;0.22;0.022
produits sucrés;confiseries non chocolatées;-;Bonbon tendre. au caramel enrobé de chocolat;1870;446;6;3.29;69.6;16.8;55.5;-;1.8;11.1;0.4
produits sucrés;confiseries non chocolatées;-;Bonbon dur type collier. sifflet. sucette. pastille. au dextrose;1600;376;-;0.018;91.1;1.35;85.6;-;0;1.18;0.3
produits sucrés;confiseries non chocolatées;-;Pastille rafraîchissante. sans sucres;1000;241;-;0.08;96.3;0.65;0.19;-;0.4;0.61;0.033
produits sucrés;confiseries non chocolatées;-;Pastille rafraîchissante. sucrée;1660;390;-;0.13;96.7;0.37;93.8;< 0.2;0.27;0.27;0.036
produits sucrés;confiseries non chocolatées;-;Nougat tendre;1840;437;-;6.98;69.3;13.9;60.8;-;3.27;1.21;0.045
produits sucrés;confiseries non chocolatées;-;Bonbon dur et sucette. sans sucres;978;235;-;0.081;96;0.44;0.067;-;0.000019;0.3;0.073
produits sucrés;confitures et assimilés;-;Crème de pruneaux. préemballée;1020;240;-;1.4;55;0.45;53;-;5;0;0.01
produits sucrés;confitures et assimilés;-;Crème de marron ou confiture de châtaigne. préemballée;1180;278;32.8;1.12;65.9;0.66;51.5;1.9;2.28;0.13;0.014
produits sucrés;confitures et assimilés;-;Gelée. autres fruits ou mélange de fruits (extra ou classique);1070;252;-;0.1;61.9;0.1;60.9;17.2;1.25;0.025;0.0075
produits sucrés;confitures et assimilés;-;Confiture. autres fruits ou mélange de fruits. allégée en sucres (extra ou classique);687;162;58.2;0.75;38;0.21;38;11.7;1.8;0.026;0.023
produits sucrés;confitures et assimilés;-;Marmelade ou confiture d'autres agrumes ou mélange d'agrumes (extra ou classique);-;-;-;0.33;59.5;0.2;55.5;-;0.99;0.044;0.0089
produits sucrés;confitures et assimilés;-;Marmelade ou confiture d'orange. allégée en sucres;-;-;-;0.25;40.6;0.063;39.9;17.6;1.03;0.000025;0.015
produits sucrés;confitures et assimilés;-;Confiture de mûre (extra ou classique);1040;245;38.5;0.44;58.3;0.63;56.9;17.5;1.3;0.31;0.0075
produits sucrés;confitures et assimilés;-;Gelée de mûre (extra ou classique);1040;245;37.2;0.53;60;0.28;57.4;22.1;0.73;0.025;0.0066
produits sucrés;confitures et assimilés;-;Confiture de rhubarbe (extra ou classique);1010;239;-;0.26;58.6;0.057;57.7;18;1.53;0.0015;0.01
produits sucrés;confitures et assimilés;-;Confiture de pêche (extra ou classique);1030;242;-;0.27;59.5;0.075;57.4;2.4;1.16;0.0013;0.0083
produits sucrés;confitures et assimilés;-;Confiture de figue (extra ou classique);1030;243;38;0.63;59.1;0.17;56.8;4.77;1.31;0.033;0.012
produits sucrés;confitures et assimilés;-;Confiture de fraise. allégée en sucres;704;166;54.3;0.31;40.3;0.1;39.6;14.2;1.37;0.032;0.024
produits sucrés;confitures et assimilés;-;Confiture d'abricot. allégée en sucres;707;167;55.2;0.41;40.5;0.067;39.5;11.8;1.33;0.029;0.028
produits sucrés;confitures et assimilés;-;Confiture de framboise. allégée en sucres;707;167;-;0.68;39.2;0.14;37.9;16.1;2.98;0.034;0.024
produits sucrés;confitures et assimilés;-;Gelée de framboise (extra ou classique);1060;249;-;0.56;61;0.1;59.3;19;0.86;0.0013;0.0056
produits sucrés;confitures et assimilés;-;Confiture ou marmelade. tout type de fruits. sans précision sur la teneur en sucres (aliment moyen);1000;235;40.5;0.36;57.1;0.27;55.7;17;1.34;0.068;0.015
produits sucrés;confitures et assimilés;-;Confiture ou marmelade ou gelée. tout type de fruits. non allégée en sucres (aliment moyen);1040;244;38.7;0.33;59.3;0.28;57.7;17.5;1.29;0.073;0.014
produits sucrés;confitures et assimilés;-;Confiture de fraise (extra ou classique);1060;248;38.4;0.25;60.5;0.5;60.1;15.1;0.7;0.11;0.018
produits sucrés;confitures et assimilés;-;Confiture d'abricot (extra ou classique);1050;246;39.2;0.25;59.7;0.3;56.8;15.1;1.1;0.029;0.013
produits sucrés;confitures et assimilés;-;Confiture de cerise (extra ou classique);1010;238;39.5;0.48;58.1;0.19;57.5;22.7;1.1;0.000022;0.013
produits sucrés;confitures et assimilés;-;Marmelade d'orange ou confiture d'orange (extra ou classique);1040;245;38.1;0.25;59.3;0.4;56.9;18.7;1.5;0.14;0.015
produits sucrés;confitures et assimilés;-;Confiture de lait;1430;340;25.4;6.7;61.7;7.35;49.7;1.7;0;4.53;0.32
produits sucrés;confitures et assimilés;-;Confiture de prune. par ex. mirabelle. quetsche. reine-claude (extra ou classique);1020;240;39.3;0.28;58.9;0.089;58;19;1.27;0.029;0.011
produits sucrés;confitures et assimilés;-;Confiture de framboise (extra ou classique);987;232;39.9;0.56;55.2;0.17;55.2;19.6;2.69;0.071;0.013
produits sucrés;confitures et assimilés;-;Confiture de myrtille (extra ou classique);1040;245;37.8;0.25;58.9;0.4;58.9;22.8;2.1;0.047;< 0.013
produits sucrés;confitures et assimilés;-;Préparation de fruits divers (en taux de sucres : confitures allégées en sucres < préparations de fruits < confitures);830;195;52.9;0.48;47.3;0.17;46.2;16.8;1.94;0.036;0.032
produits sucrés;confitures et assimilés;-;Confiture. autres fruits ou mélange de fruits (extra ou classique);1040;244;38.4;0.36;59.8;0.15;57.3;21.1;1.47;0.06;0.017
produits sucrés;confitures et assimilés;-;Gelée de groseille (extra ou classique);1040;244;37.9;0.25;59.7;0.044;58.7;19.3;< 0.5;0.000029;< 0.013
produits sucrés;confitures et assimilés;-;Préparation aux fruits divers (35% de fruits min. sucres et autre(s) ingrédient(s));864;204;-;0.81;47.4;0.75;45;-;2.8;0.089;0.028
produits sucrés;viennoiseries;-;Pain brioché ou viennois. artisanal;1420;338;27.7;9.75;48.6;11.2;7.51;2.33;1.9;6.25;1.14
produits sucrés;viennoiseries;-;Viennoiserie (aliment moyen);1620;385;22.6;7.88;49;17;12.9;2.69;2.43;8.33;1.03
produits sucrés;viennoiseries;-;Croissant. sans précision (aliment moyen);1750;417;21.2;7.19;46.2;22.1;7.49;2.55;2.41;14;1.19
produits sucrés;viennoiseries;-;Croissant ordinaire. artisanal;1720;412;21.4;6.94;47.6;21.1;7.88;2.73;1.8;11.6;1.31
produits sucrés;viennoiseries;-;Croissant ordinaire. préemballé;1670;398;21.4;7.63;46.7;19.1;8.33;2.33;4.1;9.33;1.16
produits sucrés;viennoiseries;-;Croissant pur beurre. sans précision (aliment moyen);1760;420;21.1;7.25;45.7;22.6;7.3;2.5;2.5;15.1;1.16
produits sucrés;viennoiseries;-;Croissant pur beurre. artisanal;1760;420;21.1;7.25;45.7;22.6;7.3;2.5;2.5;15.1;1.16
produits sucrés;viennoiseries;-;Croissant pur beurre. préemballé;1620;388;24.1;6.88;45.7;18.9;9.79;1.93;3.7;11.1;0.91
produits sucrés;viennoiseries;-;Croissant aux amandes. artisanal;1870;449;22.1;8.36;36.5;29.1;14.4;-;3.7;14.9;0.79
produits sucrés;viennoiseries;-;Pain au lait. artisanal;1580;376;23.7;9.38;49;15.4;9.62;2.34;1.5;8.34;1.1
produits sucrés;viennoiseries;-;Pain au lait. préemballé;1500;357;23.1;8.69;50.5;12.3;11.5;2.5;3.5;4.14;1.06
produits sucrés;viennoiseries;-;Pain au lait aux pépites de chocolat. préemballé;1570;375;21.4;8.25;49.6;14.7;18.9;2.98;3.8;5.31;0.9
produits sucrés;viennoiseries;-;Panettone (brioche italienne aux raisins secs et écorces d'orange confite). préemballée;1480;352;24.9;6.88;50.6;12.7;25.9;10.7;3.4;7.04;0.46
produits sucrés;viennoiseries;-;Pain aux raisins (viennoiserie). artisanal;1450;345;25.8;6.38;53.4;11.5;20.9;8.4;1.4;5.66;0.81
produits sucrés;viennoiseries;-;Pain au chocolat. artisanal;1770;423;20;8.19;45.4;22.5;12.8;2.5;3;14.7;0.98
produits sucrés;viennoiseries;-;Pain au chocolat. préemballé;1760;421;19;6.89;48.6;21.4;13;1.1;2.72;12.5;0.98
produits sucrés;viennoiseries;-;Brioche (ou briochettes) aux pépites de chocolat ou fourrée au chocolat. préemballée;1480;352;24;8.17;51.1;12.1;17.4;2.17;2.98;3.08;0.91
produits sucrés;viennoiseries;-;Brioche fourrée aux fruits. préemballée;1370;326;25.8;5.81;52.4;9;24.4;7.11;5.5;2.15;0.99
produits sucrés;viennoiseries;-;"Brioche fourrée crème pâtissière (type ""chinois""). préemballée";1130;267;37.7;5.81;45.7;6;20.3;2.4;3.4;1.9;0.83
produits sucrés;viennoiseries;-;Brioche nature. préemballée;1500;356;23.7;7.99;52.7;12.1;14.5;3.4;2.09;4.68;0.98
produits sucrés;viennoiseries;-;Brioche nature. artisanale;1760;420;20.1;11.3;50.7;19.1;5.7;1.7;< 0.5;8.51;1.47
produits sucrés;viennoiseries;-;Couronne des rois (brioche) aux fruits confits. préemballée;1480;353;25;7.2;52.8;12.3;19.6;-;1.35;6.1;0.89
produits sucrés;viennoiseries;-;Brioche pur beurre (ex : gâche vendéenne) nature. préemballée;1520;361;24;8.21;51.1;13.3;13;1.84;2.03;8.71;0.99
produits sucrés;viennoiseries;-;Brioche. sans précision (aliment moyen);1530;363;23.5;8.41;52.1;13;13.9;3.04;1.94;5.09;1.04
produits sucrés;viennoiseries;-;Chouquette;1710;408;24.4;9.13;40.6;22.9;18.4;0.51;1.5;11;1.06
produits sucrés;viennoiseries;-;Chausson aux pommes;1510;360;33.6;4.17;42.2;18.7;11.2;3.6;3.1;10.3;0.87
produits sucrés;biscuits sucrés;-;Galette de riz soufflé. nappée de chocolat;2070;494;1.7;7.69;60.7;23.2;26.3;< 0.16;5.1;13;0.048
produits sucrés;biscuits sucrés;-;Galette de maïs soufflé. nappée de chocolat;2020;481;-;7.67;63.2;20.8;22.8;-;5.05;12.2;0.063
produits sucrés;biscuits sucrés;-;Tartine craquante. extrudée et grillée. fourrée au chocolat;1870;445;3.8;7.88;65.4;15.6;29.7;< 0.16;5.3;5.84;0.19
produits sucrés;biscuits sucrés;-;Tartine craquante. extrudée et grillée. fourrée aux fruits;1570;372;11.6;4.63;74.9;5.1;31.3;12.8;2.6;2.54;0.23
produits sucrés;biscuits sucrés;-;Macaron sec;1840;436;-;6.9;77.7;10.2;74;-;3;0.6;0.2
produits sucrés;biscuits sucrés;-;Biscuit sec. sans précision;1820;433;2.83;7.83;67.8;13.8;25;0.037;3;3.46;1.02
produits sucrés;biscuits sucrés;-;Biscuit sec nature;1850;438;2.2;7.13;74.9;11.5;25.4;0.54;3.3;5.31;0.74
produits sucrés;biscuits sucrés;-;Biscuit sec à teneur garantie en vitamines;1920;457;1.8;9.63;72.3;14.2;23.3;-;0.75;6.07;0.16
produits sucrés;biscuits sucrés;-;Biscuit sec à teneur garantie en vitamines et minéraux;1980;472;1.28;10.8;61.1;19.8;22.1;4.22;3.5;8.44;0.44
produits sucrés;biscuits sucrés;-;Biscuit sec aux fruits. hyposodé ou à teneur réduite en sel;1880;448;4.1;8.88;64;16;17.9;2.88;5.4;1.45;0.02
produits sucrés;biscuits sucrés;-;Biscuit sec au soja. enrichi en vitamines et minéraux;1860;444;3.4;10.9;60.3;16.1;20.3;0.9;6.6;2.22;0.71
produits sucrés;biscuits sucrés;-;Biscuit sec fourré aux fruits. allégé en matière grasse;1650;391;8.8;4.69;75.3;7.2;39.9;8.74;3;2.82;0.58
produits sucrés;biscuits sucrés;-;Spéculoos;2000;476;0.9;5.63;71.2;18.1;32.5;< 0.32;3;7.81;0.92
produits sucrés;biscuits sucrés;-;Biscuit sec. avec matière grasse végétale;1840;436;1.4;7.23;74;11.7;23.4;-;3.1;5.4;0.75
produits sucrés;biscuits sucrés;-;Biscuit sec. assortiment;2160;515;1.6;6.44;61.4;26.4;39.4;0.38;2.9;6.21;0.46
produits sucrés;biscuits sucrés;-;Biscuit sec au chocolat. sans sucres ajoutés. avec édulcorants. enrichi en vitamines;1870;448;-;6.78;64.6;21.8;1.72;-;3.71;8.99;0.57
produits sucrés;biscuits sucrés;-;Biscuit sec. sans sucres ajoutés. avec édulcorant;1800;429;-;6.23;72.1;15.7;0.11;-;3.93;3.3;0.79
produits sucrés;biscuits sucrés;-;Biscuit sec avec tablette de chocolat et fourrage au lait;2140;512;1.4;6.75;62.3;25.6;35.6;0.2;2.7;14.9;0.45
produits sucrés;biscuits sucrés;-;Biscuit sec petit beurre;1890;450;1.4;7.78;73.4;13.3;22;< 0.2;2.54;8.61;1.04
produits sucrés;biscuits sucrés;-;Biscuit sec avec tablette de chocolat;2030;485;1.2;5.56;68.8;20;40.8;0.16;3.5;11.3;0.35
produits sucrés;biscuits sucrés;-;Biscuit sec petit beurre au chocolat (tablette ou pépites);2080;496;1;6.88;63.8;22.8;35.4;< 0.16;4;14.2;0.59
produits sucrés;biscuits sucrés;-;Biscuit sec sans gluten. petit beurre;1940;460;-;3.8;79.3;14;21;-;0.9;8.5;1.1
produits sucrés;biscuits sucrés;-;Biscuit sec sans gluten. au chocolat;2110;504;-;5.04;64;24.7;27.5;-;2.95;12.2;0.5
produits sucrés;biscuits sucrés;-;Biscuit sec aux céréales complètes;1940;462;3.1;7.75;63;18.4;19.5;0.26;6.6;4.97;0.37
produits sucrés;biscuits sucrés;-;Biscuit sec petit beurre au blé complet;1840;439;2.2;9.25;66.6;13.4;18.8;< 0.16;7.2;2.01;0.37
produits sucrés;biscuits sucrés;-;Biscuit sec au sésame. non enrichi;2080;496;-;9.19;60;23.3;21;-;4.84;6.27;0.55
produits sucrés;biscuits sucrés;-;Biscuit sec au sésame. enrichi en vitamines et minéraux;2030;485;-;11.5;60;21;18.5;-;4.9;2.05;0.68
produits sucrés;biscuits sucrés;-;Biscuit sec sans chocolat. allégé en matière grasse;1640;388;1.5;6;71;6;35;< 0.5;13;2.5;0.34
produits sucrés;biscuits sucrés;-;Biscuit sec pour petit déjeuner. sans chocolat. non enrichi;1900;452;2.1;7.81;65.8;16.3;21;0.21;5.5;2.83;1.19
produits sucrés;biscuits sucrés;-;Biscuit sec pour petit déjeuner. allégé en sucres;1870;444;-;7.78;66.2;15;19.5;-;6.7;5;0.69
produits sucrés;biscuits sucrés;-;Biscuit sec au chocolat. non enrichi;2120;507;1.7;7.75;59.5;25.6;44.2;< 0.32;3.9;9.7;0.39
produits sucrés;biscuits sucrés;-;Biscuit sec fourré à la pâte ou purée de fruits (ex : figue);1770;421;11.1;4.93;71.6;12.3;27.2;8.1;2;5.19;0.38
produits sucrés;biscuits sucrés;-;Biscuit sec. sablé. nappé de chocolat;2070;495;1.6;6.56;63.5;22.9;27.7;0.23;4.1;12.4;0.74
produits sucrés;biscuits sucrés;-;Biscuit sec pour petit déjeuner. au chocolat. non enrichi;1870;447;3.1;8.06;62.9;16.4;27.3;< 0.16;7.6;6.15;0.86
produits sucrés;biscuits sucrés;-;Biscuit sec pour petit déjeuner. tous parfums. enrichi en vitamines et minéraux;1910;454;2.2;7.06;67.3;16.1;27.2;0.34;5.8;6.21;0.53
produits sucrés;biscuits sucrés;-;Biscuit sec au chocolat. enrichi en vitamines et minéraux;1930;461;-;8.96;61.9;18.3;20.1;-;6.54;3.78;0.6
produits sucrés;biscuits sucrés;-;Biscuit sec. sablé. galette ou palet. autre que pur beurre;2070;495;-;5.71;64.5;23.1;25.8;-;3.34;10.9;0.72
produits sucrés;biscuits sucrés;-;Biscuit sec. sablé. galette ou palet. au beurre;2020;481;2;6.81;66.8;20;22.2;< 0.16;3.2;12;0.96
produits sucrés;biscuits sucrés;-;Biscuit sec. sablé. galette ou palet. au beurre. au chocolat;2090;499;3.61;6.33;63.5;23.7;33.6;< 0.25;3.11;11.9;0.5
produits sucrés;biscuits sucrés;-;Biscuit (génoise). nappé de chocolat. type barquette;2050;489;5;7.38;59.5;23.9;42.4;1.3;3.1;3.01;0.31
produits sucrés;biscuits sucrés;-;Biscuit sec (tartelette). nappé au chocolat. préemballé;2110;504;2.7;6.58;59.7;25.6;31.5;0.2;3.71;15.2;0.51
produits sucrés;biscuits sucrés;-;Biscuit sec. sablé. galette ou palet. aux fruits;2020;482;3.3;5.8;66.3;21;30.9;1.3;2.37;12.2;0.56
produits sucrés;biscuits sucrés;-;Florentin (biscuit sec au chocolat et aux amandes);2150;514;2;9.31;50.7;28.7;44.1;4.41;7.6;10.8;0.13
produits sucrés;biscuits sucrés;-;Biscuit sec. sablé. fourré aux fruits type lunette de Romans;1890;449;6;6.06;69.2;16;31.9;4.33;2.04;9.47;0.2
produits sucrés;biscuits sucrés;-;Biscuit meringué fourré (chocolat. noisette. noix de coco…). nappé ou sur base de chocolat;2250;540;-;7.65;54.5;31.5;45.9;-;3.95;20;0.24
produits sucrés;biscuits sucrés;-;Biscuit sec à la noix de coco;2070;493;2.72;6.32;65.4;22.1;25.3;< 0.3;3.51;13.1;0.71
produits sucrés;biscuits sucrés;-;Sablé pâtissier. artisanal;2030;484;5;8.38;59.4;22.9;22;< 0.5;3.3;-;0.41
produits sucrés;biscuits sucrés;-;"Biscuit au chocolat fourré (""sandwiché"") parfum vanille. rond. noir et blanc";2010;480;1.8;5.06;69.2;19.6;35.7;0.64;3.2;5.88;0.65
produits sucrés;biscuits sucrés;-;"Goûter sec fourré (""sandwiché"") parfum lait ou vanille";2010;478;1.7;5;70;19;31.3;0.17;3.6;7.89;0.44
produits sucrés;biscuits sucrés;-;"Goûter sec fourré (""sandwiché"") parfum chocolat. au blé complet";1950;465;1.6;5.94;69.3;17.2;31.9;0.7;4.8;5.5;0.54
produits sucrés;biscuits sucrés;-;"Goûter sec fourré (""sandwiché"") parfum chocolat";1980;471;1.9;6.31;67.5;18.5;29.2;0.26;4.7;8.81;0.46
produits sucrés;biscuits sucrés;-;"Goûter sec fourré (""sandwiché"") parfum fruits";1720;407;7.2;5.13;73.6;9.4;30.3;7.28;3.7;4.27;0.52
produits sucrés;biscuits sucrés;-;Gaufrette (éventail. cigarette…). sans fourrage;1850;437;2.93;6.51;80;9.7;34.6;< 0.23;2.05;6.23;0.48
